avgIDF,maxIDF,stdIDF,avgICTF,maxICTF,stdICTF,avgEntropy,maxEntropy,medianEntropy,stdEntropy,QS,SCS,sumSCQ,avgSCQ,maxSCQ,avgVAR,sumVAR,maxVAR,avgPMI,maxPMI,HS,PA,qclass
0.469257,1,0.267413,0.108867,1,0.302707,0,0,0,0,0,37384.233283,70.593044,2.353101,3.710561,0,0,0,0,0,0.452196,35.54147,0
0.436988,1,0.283471,0.105736,1,0.288743,-0.042272,0,0,0.110788,0.04354,37564.376326,107.071867,2.327649,3.848612,2.764538,127.168762,53.716356,0.016249,16.817225,0.511488,213.602008,1
0.571256,0.91273,0.152184,0.021402,0.142857,0.032297,-0.320093,0,-0.336481,0.159918,0.179515,3677.310388,61.753257,3.087663,3.849733,16.965442,339.308845,115.381996,0.412492,12.909116,0.562849,571.12223,0
0.386955,0.861698,0.211418,0.014014,0.2,0.045332,0,0,0,0,0,2432.530055,93.255173,2.52041,3.581558,0,0,0,0,0,0.536299,24.390016,0
0.492671,0.825504,0.181109,0.020581,0.25,0.04526,-0.412177,0,-0.447739,0.196331,0.812991,1434.307034,105.23439,2.923178,3.891903,25.939675,933.828283,219.696661,0.254716,13.257423,0.538384,2732.830827,1
0.462427,1,0.239648,0.091534,1,0.27731,-0.013427,0,0,0.093028,0.11349,9178.640307,124.46235,2.592966,4.106413,0.192566,9.24319,9.24319,0,0,0.477292,19.721771,1
0.393763,0.861698,0.206799,0.013346,0.2,0.044219,0,0,0,0,0,2190.981425,101.527641,2.603273,4.068446,0,0,0,0,0,0.538297,1080.45061,0
0.458522,1,0.235167,0.058622,1,0.181503,-0.00287,0,0,0.023668,0.001784,2116.673672,343.33286,2.506079,3.873616,0.001485,0.203491,0.101746,0,0,0.364904,2041.519013,0
0.464943,0.91273,0.230863,0.038784,0.5,0.105552,0,0,0,0,0,2905.880436,65.645469,2.625819,4.347436,0,0,0,0,0,0.452489,393.696358,0
0.367958,0.91273,0.230183,0.008213,0.058824,0.016445,-0.008298,0,0,0.063197,0.033904,750.653587,137.917049,2.37788,4.232329,0.840381,48.742123,48.742123,0,0,0.473847,441.317074,0
0.427241,1,0.272067,0.078298,1,0.244317,0,0,0,0,0,19186.271105,156.396916,2.36965,3.848612,0,0,0,0,0,0.483531,897.616357,0
0.368703,0.525226,0.171725,0.003515,0.012987,0.004297,0,0,0,0,0,465.554727,41.567212,2.597951,3.520152,0,0,0,0,0,0.530554,620.447891,0
0.283861,0.723576,0.182262,0.002458,0.02,0.00507,-0.013435,0,0,0.053741,0.003212,373.304796,34.288219,2.143014,3.554223,1.047933,16.766932,16.766932,0,0,0.541205,40.63711,0
0.448949,0.91273,0.188406,0.007074,0.047619,0.013275,-0.013445,0,0,0.073491,0.040685,1698.734448,159.543784,3.01026,4.370984,4.383638,232.332818,188.320115,0.005799,7.990803,0.466557,1950.657367,1
0.451523,0.738369,0.140766,0.009783,0.076923,0.021055,0,0,0,0,0,1680.363896,45.042198,3.002813,3.639166,0,0,0,0,0,0.438765,409.372627,0
0.36298,0.825504,0.231374,0.014972,0.166667,0.038681,0,0,0,0,0,935.638211,83.596792,2.259373,3.710561,0,0,0,0,0,0.495316,317.857853,0
0.419865,1,0.252578,0.076192,1,0.253505,-0.199802,0,0,0.248791,0.257316,18322.697591,103.954013,2.362591,3.710561,5.230713,230.151363,72.958238,0.012181,11.523606,0.49202,4764.691678,0
0.459345,0.825504,0.194583,0.022101,0.25,0.050755,0,0,0,0,0,1926.333841,149.676171,2.771781,3.891903,0,0,0,0,0,0.516316,2992.041044,0
0.479854,0.91273,0.211764,0.023683,0.25,0.058938,0,0,0,0,0,3862.122088,153.822493,2.902311,4.379149,0,0,0,0,0,0.462281,348.046638,0
0.408631,1,0.217146,0.054733,1,0.213295,-0.255888,0,-0.236544,0.268334,0.404354,3139.934567,57.096054,2.595275,3.990649,25.183605,554.039316,398.896858,0.341788,11.858184,0.544316,72.961093,0
0.412858,0.91273,0.177813,0.006158,0.047619,0.010675,-0.015543,0,0,0.090102,0.072805,718.835412,186.376328,2.740828,4.106413,0.054138,3.68141,3.200911,0,0,0.476136,2881.918525,0
0.565303,1,0.194082,0.05415,0.5,0.121271,0,0,0,0,0,5029.066472,51.922566,2.884587,3.851995,0,0,0,0,0,0.45516,425.700707,0
0.463917,0.861698,0.207364,0.01859,0.2,0.050537,0,0,0,0,0,3531.728247,41.330786,2.755386,3.501651,0,0,0,0,0,0.543464,606.879965,1
0.462857,0.79744,0.197397,0.028337,0.2,0.054071,0,0,0,0,0,1522.781231,63.827442,2.659477,3.851995,0,0,0,0,0,0.470191,441.624976,0
0.479516,1,0.227953,0.03552,0.5,0.099054,0,0,0,0,0,3068.235966,144.820182,2.732456,4.068446,0,0,0,0,0,0.487173,471.141592,1
0.450822,0.91273,0.179632,0.006707,0.047619,0.012866,0,0,0,0,0,1518.145696,174.172799,3.055663,4.370984,0,0,0,0,0,0.478635,2850.139053,0
0.380517,0.79744,0.173509,0.007308,0.055556,0.014531,-0.166872,0,0,0.245962,0.485724,860.686842,93.678433,2.602179,3.737867,1.74498,62.819292,36.545383,0.055662,14.133587,0.578763,119.817912,0
0.411336,0.91273,0.215499,0.025163,0.5,0.085889,-0.020772,0,0,0.078655,0.015346,1240.598124,101.936832,2.613765,4.347436,0.031282,1.220003,0.610474,0,0,0.50219,3018.527674,0
0.477489,1,0.196345,0.031879,0.5,0.0951,-0.04179,0,0,0.121682,0.024982,1792.342552,89.336417,2.88182,4.068446,0.763217,23.659737,6.476565,0,0,0.508633,891.689258,0
0.317502,0.606009,0.177025,0.002617,0.012987,0.003891,-0.022432,0,0,0.111663,0.145253,266.979687,114.302355,2.332701,3.611092,2.893877,141.799996,132.787711,0.007744,9.107133,0.540103,75.524725,1
0.391785,1,0.264956,0.084892,1,0.266076,0,0,0,0,0,7407.125558,31.014937,2.215353,3.367069,0,0,0,0,0,0.503848,78.350147,0
0.52341,0.91273,0.217362,0.058075,0.5,0.137634,0,0,0,0,0,13153.406312,99.846845,2.698563,3.891903,0,0,0,0,0,0.422302,192.871394,1
0.481309,1,0.201928,0.048413,1,0.167568,0,0,0,0,0.000357,3082.851924,202.893996,2.77937,3.769475,0,0,0,0,0,0.475069,986.601661,1
0.406526,0.91273,0.208686,0.016823,0.166667,0.040449,0,0,0,0,0,1417.423797,158.88772,2.604717,4.068446,0,0,0,0,0,0.47338,121.89413,0
0.356079,0.91273,0.252333,0.016792,0.5,0.07171,0,0,0,0,0,1644.336128,110.248536,2.24997,3.764694,0,0,0,0,0,0.515224,318.504016,0
0.46042,0.79744,0.183356,0.026054,0.2,0.052624,-0.196722,0,0,0.246254,0.391863,2413.463143,116.564674,2.710806,3.851995,1.546739,66.509776,13.580482,0.025721,13.661777,0.513703,224.666384,0
0.420698,0.629898,0.22736,0.007832,0.018519,0.007919,-0.043229,0,0,0.12227,0.007138,3053.514589,20.072963,2.50912,3.22957,0.180273,1.442182,1.442182,0,0,0.496378,340.06852,0
0.432441,0.91273,0.233821,0.062755,0.5,0.155688,-0.054847,0,0,0.122943,0.041042,7023.970933,70.586025,2.434001,3.400936,0.450997,13.078903,8.654562,0.029226,11.865957,0.589455,275.177008,0
0.495959,0.91273,0.201221,0.021604,0.25,0.052979,-0.024759,0,0,0.101333,0.049607,2414.021028,137.812736,2.995929,4.379149,10.002529,460.116312,391.187721,0,0,0.442649,977.437316,0
0.355256,0.825504,0.176248,0.006939,0.125,0.022849,-0.072123,0,0,0.173104,0.093148,498.11992,75.064236,2.502141,3.554223,0.724397,21.731896,13.158166,0,0,0.440268,695.156529,0
0.380466,1,0.229151,0.060537,1,0.223537,0,0,0,0,0,7356.123127,94.10481,2.412944,3.990649,0,0,0,0,0,0.510055,69.069427,1
0.450623,1,0.238895,0.05714,1,0.179083,0,0,0,0,0,1113.639854,174.298784,2.454912,3.851995,0,0,0,0,0,0.351912,817.922711,1
0.476778,0.91273,0.214894,0.039565,0.5,0.108918,0,0,0,0,0,6820.430662,226.675874,2.698522,4.106413,0,0,0,0,0,0.442122,938.177537,0
0.507715,1,0.250801,0.046302,1,0.134962,0,0,0,0,0,1640.506059,172.673385,2.616263,4.367297,0,0,0,0,0,0.477374,495.210481,0
0.466269,1,0.248592,0.058962,1,0.20208,-0.110308,0,0,0.170862,0.117059,6130.85386,119.782338,2.495465,3.873616,1.27232,61.071343,15.923198,0.024492,14.17464,0.474445,1486.890714,0
0.54084,0.825504,0.160677,0.028341,0.25,0.055435,0,0,0,0,0,1730.76903,66.028825,3.00131,3.891903,0,0,0,0,0,0.505897,708.746591,0
0.422449,1,0.229671,0.028749,1,0.152076,-0.332946,0,-0.41884,0.280275,0.926838,1396.346825,115.603428,2.688452,4.232863,25.272405,1086.713412,240.758824,0.177325,15.269552,0.498973,669.496714,0
0.464983,0.91273,0.261368,0.037508,0.5,0.090039,-0.005078,0,0,0.036087,0.00464,2766.24734,191.666609,2.489177,3.851995,0.01197,0.921691,0.833076,0,0,0.54012,2022.382398,0
0.454132,0.91273,0.178459,0.008608,0.047619,0.012101,0,0,0,0,0,1043.411561,66.536817,2.772367,3.691556,0,0,0,0,0,0.460888,490.428976,1
0.376178,0.825504,0.223369,0.014497,0.166667,0.037735,-0.00962,0,0,0.060001,0.021056,1124.832339,183.478517,2.382838,3.894307,0.155371,11.963575,11.100538,0,0,0.504552,24.034182,1
0.506252,1,0.289467,0.132843,1,0.313635,0,0,0,0,0,41589.920894,68.915124,2.376384,3.848612,0,0,0,0,0,0.467251,904.679965,0
0.324597,0.525226,0.160535,0.002635,0.012987,0.003974,-0.190589,0,0,0.264107,0.352962,275.071521,72.63338,2.421113,3.520152,9.395809,281.874258,85.141127,0.081315,12.483618,0.57328,582.150413,0
0.496311,1,0.24933,0.039405,1,0.116548,-0.206481,0,-0.130715,0.218902,0.603854,1870.048338,249.500641,2.626323,4.367297,11.688696,1110.426149,359.255792,0.057374,16.070834,0.505059,530.992059,0
0.449115,0.91273,0.240521,0.060214,0.5,0.141373,-0.011066,0,0,0.078247,0.054247,5100.653577,121.59595,2.431919,3.610008,0.184681,9.234026,9.234026,0,0,0.525343,629.706325,1
0.37692,0.79744,0.171617,0.007625,0.066667,0.014922,-0.007236,0,0,0.055582,0.014632,689.53468,151.042276,2.560039,3.737867,0.031361,1.8503,1.8503,0,0,0.521463,785.858157,0
0.584893,0.91273,0.15916,0.027888,0.142857,0.040819,0,0,0,0,0,3045.771494,32.662373,2.969307,3.810848,0,0,0,0,0,0.502849,313.685738,1
0.481822,0.91273,0.197313,0.015826,0.142857,0.031734,-0.041417,0,0,0.120349,0.058173,1708.86495,116.973877,2.853021,3.849733,1.549317,63.521985,23.596661,0.02364,10.033405,0.526348,36.027313,0
0.456423,0.91273,0.212622,0.03094,0.5,0.087447,0,0,0,0,0,1480.487302,116.358918,2.644521,4.347436,0,0,0,0,0,0.414778,4407.273711,0
0.438208,0.861698,0.198874,0.027156,0.333333,0.061393,-0.027309,0,0,0.107286,0.129193,1770.36675,165.57023,2.587035,3.851995,0.511263,32.720839,27.138869,0,0,0.47743,44.450614,0
0.473828,1,0.202622,0.063721,1,0.213553,-0.05962,0,0,0.133372,0.054604,5984.287921,116.940293,2.719542,3.615028,0.339786,14.610813,3.072583,0,0,0.514332,27.430218,0
0.381643,1,0.227365,0.061224,1,0.223388,-0.037868,0,0,0.133064,0.081014,7505.372029,92.670922,2.376177,3.399295,0.349956,13.648303,5.948976,0,0,0.504927,240.420066,0
0.48704,0.91273,0.246189,0.075899,0.5,0.156781,-0.04728,0,0,0.123007,0.058173,8318.114622,95.619625,2.451785,3.610008,2.112383,82.382953,43.130018,0,0,0.516745,326.385342,0
0.426372,0.825504,0.328212,0.038583,0.2,0.072652,0,0,0,0,0,12097.908269,26.91624,2.07048,4.411916,0,0,0,0,0,0.455727,594.715178,0
0.441771,1,0.272312,0.083339,1,0.251354,0,0,0,0,0,21740.453742,148.667459,2.397862,3.848612,0,0,0,0,0,0.47534,780.596918,0
0.432856,0.861698,0.228166,0.021791,0.333333,0.062115,0,0,0,0,0,1877.85776,160.888985,2.637524,3.949611,0,0,0,0,0,0.517298,725.537962,0
0.508311,0.91273,0.256929,0.047503,0.5,0.10013,0,0,0,0,0,3159.756204,84.246723,2.552931,3.851995,0,0,0,0,0,0.539824,658.198632,1
0.554103,1,0.262313,0.156207,1,0.358053,0,0,0,0,0,13674.604322,35.137861,2.509847,3.279762,0,0,0,0,0,0.434204,233.780177,0
0.453306,0.861698,0.233409,0.024808,0.333333,0.066179,-0.01976,0,0,0.085165,0.041042,2455.11028,141.69993,2.673584,3.949611,0.551787,29.24472,12.821013,0,0,0.51819,196.806394,0
0.376763,0.79744,0.194628,0.010962,0.2,0.032072,0,0,0,0,0,876.301819,227.333656,2.52593,3.891903,0,0,0,0,0,0.483344,995.631792,0
0.317208,0.606009,0.17833,0.002575,0.012987,0.003829,0,0,0,0,0,256.194611,118.90265,2.331425,3.611092,0,0,0,0,0,0.53212,1420.833607,0
0.485473,1,0.246593,0.048753,0.5,0.113089,-0.003141,0,0,0.02913,0.003926,2396.948796,219.254055,2.549466,4.426058,1.078045,92.711892,92.711892,0,0,0.507083,622.023179,0
0.357103,0.79744,0.186792,0.007974,0.2,0.025257,0,0,0,0,0,414.67376,211.691581,2.490489,3.891903,0,0,0,0,0,0.476908,809.878664,0
0.346277,0.91273,0.255926,0.017271,0.5,0.073213,-0.036103,0,0,0.140913,0.178444,1746.537203,102.5643,2.182219,3.764694,0.825108,38.780096,29.202401,0,0,0.508043,321.232189,0
0.484469,0.91273,0.191822,0.008797,0.047619,0.015172,-0.084451,0,0,0.185602,0.23055,3313.864007,116.4017,3.145992,4.106413,2.247241,83.147899,43.79011,0,0,0.544714,1207.620036,0
0.471652,0.91273,0.214849,0.038826,0.5,0.110608,0,0,0,0,0,7367.154312,212.048451,2.684158,3.891903,0,0,0,0,0,0.443552,1629.436337,0
0.414305,0.91273,0.288372,0.014199,0.058824,0.020671,0,0,0,0,0,1973.985054,45.306938,2.265347,4.232329,0,0,0,0,0,0.472664,450.210133,0
0.37767,0.79744,0.203982,0.012532,0.2,0.034007,0,0,0,0,0,568.838149,105.486725,2.45318,3.848612,0,0,0,0,0,0.47929,1078.266538,1
0.53637,1,0.274916,0.133162,1,0.269959,0,0,0,0,0,18198.166446,74.486819,2.257176,3.299156,0,0,0,0,0,0.481761,710.214792,1
0.422694,0.91273,0.202643,0.023815,0.5,0.075293,-0.036335,0,0,0.127185,0.120985,1009.109456,163.468848,2.636594,4.347436,0.101537,6.295324,2.493253,0.00627,11.856318,0.45248,7237.74943,0
0.438143,0.861698,0.194696,0.025719,0.333333,0.060494,0,0,0,0,0,1573.733785,162.154251,2.615391,3.851995,0,0,0,0,0,0.479078,889.997619,1
0.379133,0.825504,0.230695,0.01717,0.166667,0.04232,-0.169931,0,0,0.239407,0.879372,1442.877598,142.264521,2.371075,3.756081,4.745504,284.73026,73.932247,0.010874,9.645034,0.530605,15.053859,0
0.439975,0.861698,0.226842,0.019842,0.333333,0.055728,-0.418019,0,-0.484207,0.263138,0.757316,1347.887117,107.691296,2.692282,3.949611,16.534931,661.397239,163.850359,0.401247,14.396857,0.569963,296.681176,1
0.386546,0.91273,0.307202,0.041287,0.5,0.108065,-0.110295,0,0,0.175322,0.13419,4157.011735,54.638248,2.101471,4.411916,7.804067,202.905754,87.414813,0,0,0.525745,750.776454,0
0.333052,0.825504,0.191553,0.006506,0.125,0.022166,0,0,0,0,0,437.800711,75.064236,2.345757,3.554223,0,0,0,0,0,0.451392,2447.717228,1
0.472695,0.91273,0.259333,0.038713,0.5,0.090331,0,0,0,0,0,2860.667386,201.971536,2.524644,4.068446,0,0,0,0,0,0.543683,1951.745449,0
0.551213,1,0.231191,0.068035,0.5,0.134899,0,0,0,0,0,2405.132796,97.927801,2.646697,3.558744,0,0,0,0,0,0.498235,651.77804,0
0.372805,0.825504,0.221004,0.013574,0.166667,0.036485,-0.004815,0,0,0.043864,0.014632,971.731131,198.545093,2.39211,3.894307,0.105431,8.750758,8.750758,0,0,0.501008,291.537599,0
0.427693,0.738369,0.152638,0.006424,0.076923,0.016348,-0.142786,0,0,0.209517,0.099929,632.393883,78.49693,3.019113,4.170003,49.209235,1279.440114,348.551165,0,0,0.499179,587.94156,0
0.463699,1,0.228181,0.042871,1,0.160585,0,0,0,0,0,3715.691738,201.107576,2.578302,3.873616,0,0,0,0,0,0.455557,683.310726,0
0.421577,0.91273,0.225332,0.031867,0.5,0.097106,0,0,0,0,0,3132.592676,151.155572,2.561959,4.347436,0,0,0,0,0,0.474105,178.13027,0
0.419341,0.91273,0.223082,0.030718,0.5,0.095671,0,0,0,0,0,2712.217697,157.512578,2.582173,4.347436,0,0,0,0,0,0.485746,367.186196,1
0.327749,0.629898,0.19626,0.004362,0.018519,0.006795,-0.101061,0,0,0.195875,0.207709,1607.116461,43.121838,2.26957,3.22957,2.091337,39.7354,11.39535,0,0,0.551719,386.029049,0
0.498003,0.91273,0.197629,0.016998,0.142857,0.031535,0,0,0,0,0,2052.710273,117.694903,2.870607,3.849733,0,0,0,0,0,0.52573,1062.813362,0
0.37264,0.91273,0.241506,0.008961,0.058824,0.017357,0,0,0,0,0,1076.841213,135.077518,2.369781,4.232329,0,0,0,0,0,0.478882,640.393004,1
0.4209,0.79744,0.167483,0.007434,0.076923,0.017761,0,0,0,0,0,979.541797,125.702032,2.923303,4.170003,0,0,0,0,0,0.472435,986.113087,1
0.377796,0.91273,0.267009,0.010879,0.058824,0.019129,-0.101027,0,0,0.194495,0.175232,1768.245968,84.184959,2.275269,4.232329,13.993351,517.753978,499.736167,0,0,0.522631,78.787959,0
0.499958,0.825504,0.213026,0.031963,0.25,0.069641,-0.091681,0,0,0.164384,0.170949,7540.119381,102.628595,2.850794,4.035399,5.160202,185.76728,101.135203,0,0,0.492294,1536.889044,1
0.469806,0.825504,0.195139,0.023318,0.25,0.052551,-0.025753,0,0,0.13,0.40828,2187.765865,140.950111,2.819002,3.891903,0.566427,28.321371,20.486645,0,0,0.512308,2052.318929,0
0.52661,1,0.253399,0.070535,0.5,0.140005,-0.247321,0,-0.21565,0.220477,0.382941,4914.576067,161.545122,2.564208,3.783846,5.448378,343.247807,99.607103,0.056277,17.494868,0.541599,1751.739024,0
0.343574,0.629898,0.175414,0.003538,0.018519,0.00559,-0.01048,0,0,0.060202,0.007138,641.606314,81.134147,2.458611,3.720201,0.043702,1.442182,1.442182,0,0,0.501864,930.170987,0
0.500832,0.91273,0.174095,0.009327,0.047619,0.014816,0,0,0,0,0,1790.447117,62.964252,3.148213,3.720201,0,0,0,0,0,0.497461,495.821047,0
0.477349,1,0.255887,0.086847,1,0.22276,-0.015158,0,0,0.082564,0.07566,9765.980556,181.935055,2.393882,3.705253,1.14588,87.086891,57.328274,0,0,0.505937,256.245224,0
0.428204,0.91273,0.207544,0.02421,0.5,0.07087,0,0,0,0,0,1317.929143,230.53133,2.619674,4.347436,0,0,0,0,0,0.439743,5093.21557,1
0.446796,1,0.238785,0.043869,1,0.19156,0,0,0,0,0.000357,3005.36928,71.306469,2.64098,3.852997,0,0,0,0,0,0.467886,1594.505579,0
0.533075,0.825504,0.200163,0.037773,0.25,0.074185,0,0,0,0,0,7729.084656,60.748668,2.892794,3.741668,0,0,0,0,0,0.456971,957.022562,0
0.428692,0.91273,0.204451,0.023075,0.5,0.06918,0,0,0,0,0,1214.308885,213.327547,2.633673,4.347436,0,0,0,0,0,0.432516,2081.075092,0
0.407371,0.79744,0.177025,0.007229,0.076923,0.017796,-0.010777,0,0,0.049372,0.002855,1010.798686,122.437348,2.84738,4.170003,0.04398,1.891121,0.945561,0,0,0.459853,243.804436,0
0.419291,0.91273,0.172985,0.006337,0.047619,0.010786,0,0,0,0,0,762.918385,182.940295,2.771823,4.106413,0,0,0,0,0,0.476827,3205.13023,0
0.487746,1,0.228108,0.037428,0.5,0.101693,-0.010705,0,0,0.075695,0.039615,3372.838635,136.670264,2.733405,3.851995,0.058658,2.932899,2.932899,0,0,0.476408,725.609316,0
0.431028,0.861698,0.189309,0.016884,0.166667,0.04124,-0.1189,0,0,0.200941,0.15025,1618.53844,105.228861,2.769181,3.891903,1.161009,44.118355,9.333819,0.015739,11.064653,0.531637,463.782943,1
0.470167,1,0.253204,0.110929,1,0.304959,0,0,0,0,0,13573.58295,97.715887,2.505536,3.751898,0,0,0,0,0,0.479255,19.181219,0
0.472254,1,0.251545,0.082564,1,0.217859,0,0,0,0,0,8817.227023,193.827089,2.422839,4.068446,0,0,0,0,0,0.512651,1933.085662,0
0.490041,1,0.249243,0.044573,1,0.136316,0,0,0,0,0,2087.666219,332.727698,2.619903,4.367297,0,0,0,0,0,0.472803,1694.856494,1
0.521982,1,0.236338,0.05646,1,0.178171,0,0,0,0,0,5514.278744,82.868202,2.589631,3.737867,0,0,0,0,0,0.436564,1567.872565,1
0.485293,1,0.19326,0.051449,1,0.175641,-0.001293,0,0,0.010506,0.000714,3690.283926,184.522698,2.795798,3.769475,0.0284,1.87442,1.87442,0,0,0.476873,1043.493581,0
0.470405,0.91273,0.261589,0.042807,0.5,0.104889,-0.19433,0,-0.087319,0.221115,0.307637,3363.618082,131.189969,2.522884,4.068446,13.597573,707.073773,149.87195,0.058844,13.368975,0.579335,961.912053,0
0.48091,0.861698,0.238875,0.028876,0.333333,0.071227,0,0,0,0,0,2096.847706,62.948954,2.736911,3.949611,0,0,0,0,0,0.520375,468.187109,0
0.501359,1,0.181913,0.057501,1,0.188271,0,0,0,0,0,2482.849518,81.969925,2.826549,3.615028,0,0,0,0,0,0.476977,44.696948,0
0.383381,0.825504,0.271234,0.021813,0.2,0.05431,-0.058607,0,0,0.166711,0.212705,4883.48925,87.217635,2.295201,4.411916,4.322825,164.267348,58.690727,0.022677,8.923187,0.483305,266.376242,0
0.373952,0.79744,0.172796,0.007725,0.066667,0.015156,-0.007102,0,0,0.046133,0.011064,735.249313,144.717705,2.538907,3.737867,0.124252,7.08237,4.299907,0,0,0.524324,74.450511,0
0.473646,1,0.252214,0.083584,1,0.219182,-0.191464,0,0,0.25148,0.619914,7131.442896,131.603059,2.437094,4.068446,2.490648,134.495008,49.127545,0.031966,15.223536,0.536677,2259.055284,0
0.395703,0.776043,0.172922,0.006303,0.071429,0.015316,0,0,0,0,0,1408.310519,330.371776,3.030934,4.409765,0,0,0,0,0,0.460533,93.575806,0
0.331352,0.557544,0.120457,0.000889,0.00813,0.001819,-0.010312,0,0,0.069939,0.021496,468.639999,138.606905,3.013194,4.441573,0.263983,12.14324,12.14324,0,0,0.476092,346.695776,0
0.356892,1,0.203451,0.046336,1,0.203598,0,0,0,0,0,24226.143665,128.415409,2.732243,5.085518,0,0,0,0,0,0.503901,1484.823059,0
0.341055,0.920203,0.1846,0.012832,0.5,0.071995,-0.148599,0,0,0.218541,0.196513,2090.680214,131.196799,2.733267,4.108921,19.705702,945.873679,232.174952,0.033364,13.724466,0.554723,2239.657727,1
0.365247,0.840425,0.202242,0.010412,0.2,0.032968,0,0,0,0,0,3686.800171,263.676499,2.74663,4.18026,0,0,0,0,0,0.446454,1972.754513,1
