avgIDF,maxIDF,stdIDF,avgICTF,maxICTF,stdICTF,avgEntropy,maxEntropy,medianEntropy,stdEntropy,QS,SCS,sumSCQ,avgSCQ,maxSCQ,avgVAR,sumVAR,maxVAR,avgPMI,maxPMI,HS,PA,qclass
0.447737,0.850401,0.207907,0.021003,0.333333,0.055448,0,0,0,0,0,1941.48732,287.589281,2.662864,3.855705,0,0,0,0,0,0.561761,889.214367,0
0.418802,0.90559,0.217829,0.028116,0.333333,0.075305,0,0,0,0,0,3835.029532,54.952675,2.497849,3.728829,0,0,0,0,0,0.466478,1945.183163,0
0.361606,0.615155,0.096721,0.001955,0.008621,0.002503,0,0,0,0,0,333.934357,72.002315,2.76932,3.53935,0,0,0,0,0,0.561339,1143.081785,0
0.394692,1,0.230782,0.016834,0.25,0.049292,0,0,0,0,0,1135.528232,62.52017,2.404622,3.659612,0,0,0,0,0,0.487134,1108.089965,0
0.359735,1,0.251,0.031146,1,0.123519,0,0,0,0,0,2184.118561,177.365776,2.189701,3.869847,0,0,0,0,0,0.482824,3939.81279,0
0.4161,1,0.238192,0.057289,1,0.186726,-0.022476,0,0,0.126208,0.95235,2860.388091,159.776337,2.349652,3.508973,0.102471,6.96804,6.967535,0,0,0.509762,491.265164,1
0.29834,0.780936,0.226979,0.00789,0.125,0.028415,-0.039811,0,0,0.134899,0.084856,574.402067,39.092155,2.057482,3.664462,0.59068,11.222922,10.344722,0,0,0.514526,479.662878,0
0.341087,0.850401,0.2218,0.016003,0.25,0.049186,0,0,0,0,0,1761.091854,185.006398,2.202457,3.855705,0,0,0,0,0,0.484466,899.89181,0
0.410226,1,0.251797,0.052645,1,0.208998,0,0,0,0,0,2444.948922,259.407859,2.379889,4.828641,0,0,0,0,0,0.507151,397.927025,0
0.380855,1,0.244952,0.026241,0.5,0.08373,-0.069368,0,0,0.160996,0.145561,1711.22472,162.781084,2.260848,3.485076,0.325638,23.445936,4.017674,0.004959,12.675369,0.526372,1901.447533,0
0.394603,1,0.158374,0.030737,1,0.159694,-0.055278,0,0,0.148864,0.094648,1316.989304,101.544658,2.603709,3.953137,1.136846,44.336997,24.828909,0,0,0.577961,651.572416,0
0.435666,0.90559,0.224366,0.042933,0.333333,0.098426,-0.020717,0,0,0.065685,0.009138,3378.662073,103.773947,2.470808,3.512197,0.071629,3.008418,0.820093,0,0,0.485197,1072.934179,0
0.361364,0.811269,0.176296,0.00353,0.018182,0.005503,0,0,0,0,0,412.437241,79.773822,2.573349,4.076911,0,0,0,0,0,0.512319,779.959309,1
0.395568,1,0.237352,0.075679,1,0.250806,0,0,0,0,0,24279.948656,144.848956,2.374573,3.953137,0,0,0,0,0,0.474137,3065.18793,0
0.494829,1,0.202296,0.066122,1,0.21045,-0.021466,0,0,0.089347,0.04765,4008.512638,121.137039,2.691934,3.485681,0.312511,14.063017,7.281722,0,0,0.535016,1081.622324,0
0.47911,1,0.224537,0.080683,1,0.225955,-0.093575,0,0,0.170106,0.082898,10923.207158,104.219546,2.54194,3.357831,0.868634,35.613999,6.528024,0.034758,15.369689,0.565281,158.595987,0
0.453283,1,0.319309,0.057915,1,0.222201,0,0,0,0,0,7691.804018,52.079283,2.603964,4.218876,0,0,0,0,0,0.565746,789.731676,0
0.553453,0.811269,0.151633,0.027782,0.2,0.054544,0,0,0,0,0,4624.068501,70.156279,3.050273,3.953137,0,0,0,0,0,0.456676,889.908778,0
0.339945,0.90559,0.18379,0.023161,0.5,0.101676,0,0,0,0,0,2751.136354,114.405435,2.434158,3.427514,0,0,0,0,0,0.512511,1172.054778,1
0.45816,1,0.253091,0.046503,1,0.147914,0,0,0,0,0,1561.917289,150.253798,2.50423,4.371923,0,0,0,0,0,0.506737,1996.935169,0
0.394555,1,0.233735,0.046026,1,0.190486,0,0,0,0,0,2572.154504,254.439046,2.400368,3.953137,0,0,0,0,0,0.514324,76.897743,1
0.386505,1,0.193248,0.007567,0.090909,0.019069,-0.165119,0,0,0.219157,0.339426,400.810889,117.385041,2.729885,4.69392,62.937716,2706.321793,899.677013,0.085147,15.908686,0.532251,364.511512,1
0.392555,0.90559,0.186093,0.009444,0.2,0.027625,-0.049806,0,0,0.124047,0.045692,2078.698416,145.292995,2.594518,3.693951,0.394371,22.084773,4.126165,0.010042,15.465,0.516701,1578.627684,0
0.33745,0.850401,0.302697,0.022725,0.125,0.040877,0,0,0,0,0,6494.507456,20.608743,1.717395,3.429676,0,0,0,0,0,0.431152,49.284759,0
0.414816,1,0.21208,0.026412,0.5,0.093587,0,0,0,0,0,2111.290739,166.510368,2.601725,3.855705,0,0,0,0,0,0.484888,2908.477402,1
0.252823,0.735241,0.220227,0.005573,0.1,0.01661,-0.056481,0,0,0.145335,0.038512,652.020987,62.827467,1.69804,3.487745,0.326854,12.09361,4.440719,0,0,0.556651,463.795619,0
0.394877,1,0.302594,0.060314,1,0.190526,-0.047942,0,0,0.128658,0.100522,3918.963695,134.980272,2.045156,4.371923,1.449162,95.644708,85.51625,0.006331,13.580458,0.555534,227.383516,1
0.370682,1,0.215978,0.055905,1,0.22003,0,0,0,0,0,7514.619725,99.409569,2.485239,3.427514,0,0,0,0,0,0.566836,542.652402,0
0.522216,0.811269,0.151348,0.01884,0.2,0.044257,-0.293535,0,-0.302425,0.196272,0.37859,2692.085768,114.664029,3.099028,3.953137,27.376865,1012.944012,390.5938,0.170924,15.020047,0.508109,398.663836,0
0.43694,1,0.226968,0.042809,1,0.14311,0,0,0,0,0,1242.416492,171.085781,2.553519,3.514948,0,0,0,0,0,0.43905,2200.546762,0
0.412605,1,0.211058,0.041151,0.5,0.121142,-0.008205,0,0,0.060296,0.03329,3186.804791,136.826661,2.533827,3.679415,0.274589,14.827794,14.827794,0,0,0.484838,814.256149,0
0.505161,1,0.246954,0.091421,1,0.246271,0,0,0,0,0,10474.819975,37.989923,2.37437,3.02612,0,0,0,0,0,0.451626,715.065311,0
0.31058,0.850401,0.28132,0.027465,0.333333,0.078982,0,0,0,0,0,1444.584829,175.334847,1.826405,4.075981,0,0,0,0,0,0.546373,721.32267,0
0.35224,1,0.197435,0.009489,0.166667,0.032551,0,0,0,0,0,959.385314,135.111489,2.502065,3.728829,0,0,0,0,0,0.482895,3660.390976,0
0.349046,1,0.278452,0.030838,1,0.134143,-0.051267,0,0,0.148313,0.41906,1101.092002,140.10403,2.001486,3.95903,0.89604,62.722781,13.813469,0,0,0.545693,1315.626621,0
0.424355,0.780936,0.223084,0.017696,0.125,0.043411,0,0,0,0,0,3059.824439,21.07678,2.634597,3.664462,0,0,0,0,0,0.444835,13.871065,1
0.356782,0.607451,0.143416,0.003538,0.037037,0.007664,-0.066376,0,0,0.175234,0.037859,930.557665,59.45395,2.584954,3.597054,0.125915,2.896038,0.965346,0,0,0.545042,20.016569,0
0.425854,1,0.334224,0.096476,1,0.245248,0,0,0,0,0,9721.997831,74.039919,1.948419,4.040864,0,0,0,0,0,0.517766,1058.55691,1
0.382695,1,0.204344,0.046162,1,0.199152,0,0,0,0,0,5171.71208,122.108847,2.492017,4.371923,0,0,0,0,0,0.479978,1344.096867,0
0.423284,1,0.239345,0.034912,0.5,0.121545,0,0,0,0,0,8479.918368,127.182978,2.649645,4.411311,0,0,0,0,0,0.473318,651.823407,0
0.265128,0.507328,0.126836,0.000942,0.006667,0.001383,0,0,0,0,0,59.632224,53.953142,2.158126,3.056834,0,0,0,0,0,0.551827,1154.443619,0
0.398328,1,0.259224,0.072369,1,0.217675,0,0,0,0,0,4315.149789,209.803863,2.185457,4.040777,0,0,0,0,0,0.453275,206.299042,0
0.430105,1,0.264845,0.037169,0.333333,0.092821,0,0,0,0,0,5469.046721,96.952792,2.620346,4.233797,0,0,0,0,0,0.551102,323.744109,0
0.461175,0.701155,0.155593,0.010784,0.058824,0.017709,0,0,0,0,0,1704.56432,47.628116,2.976757,3.659612,0,0,0,0,0,0.551545,240.902365,0
0.371132,1,0.240749,0.054226,1,0.203318,-0.014232,0,0,0.076491,0.06658,6232.350095,106.210736,2.212724,4.371923,0.322162,15.463787,15.299247,0,0,0.569574,501.33388,0
0.347458,0.607451,0.140213,0.003474,0.037037,0.006696,0,0,0,0,0,708.900096,87.184162,2.490976,3.597054,0,0,0,0,0,0.512229,606.752422,0
0.45147,1,0.207755,0.042077,1,0.165721,0,0,0,0,0,2785.290341,117.43178,2.668904,3.609604,0,0,0,0,0,0.53395,970.164662,0
0.414803,0.850401,0.191536,0.01526,0.2,0.042801,0,0,0,0,0,2384.494058,138.973745,2.672572,4.273059,0,0,0,0,0,0.47006,533.429662,0
0.456091,1,0.191101,0.029025,0.333333,0.079336,-0.02261,0,0,0.110741,0.058747,3062.797009,134.970052,2.754491,4.040777,0.1947,9.540317,4.770158,0,0,0.468515,82.169819,0
0.378298,0.756168,0.176929,0.004154,0.03125,0.007945,0,0,0,0,0,541.08953,96.683459,2.685652,3.713467,0,0,0,0,0,0.46156,1249.319093,1
0.407487,1,0.292675,0.065275,1,0.195783,0,0,0,0,0,5922.360443,207.629587,2.118669,4.371923,0,0,0,0,0,0.521713,1774.060451,0
0.463767,1,0.306621,0.090091,1,0.255774,-0.009025,0,0,0.050456,0.012402,7630.749975,137.220901,2.365878,4.218876,0.003686,0.213786,0.123404,0,0,0.556885,1940.358431,0
0.407789,0.651376,0.165342,0.005778,0.043478,0.009765,0,0,0,0,0,739.052175,138.215317,2.764306,4.485652,0,0,0,0,0,0.524291,861.143097,0
0.429007,0.780936,0.207823,0.022709,0.142857,0.049675,0,0,0,0,0,3987.499076,20.582999,2.572875,3.283391,0,0,0,0,0,0.489244,171.744525,0
0.354682,0.90559,0.235145,0.021323,0.333333,0.063632,0,0,0,0,0,1526.024414,163.619504,2.241363,3.881264,0,0,0,0,0,0.532837,93.160554,0
0.374869,0.90559,0.147867,0.011993,0.5,0.063824,-0.012974,0,0,0.072754,0.037859,1642.283232,158.01145,2.590352,3.713467,0.684667,41.764694,41.514341,0,0,0.504619,693.908963,0
0.391459,1,0.220354,0.005088,0.041667,0.009923,-0.054233,0,0,0.149658,0.062663,860.874305,108.734888,2.588926,4.371923,0.616621,25.898101,12.560391,0,0,0.513992,1842.597554,0
0.279765,0.507328,0.118853,0.001044,0.006667,0.001509,0,0,0,0,0,89.044502,42.93917,2.259956,3.049366,0,0,0,0,0,0.549876,515.810737,1
0.401956,1,0.242348,0.029782,0.5,0.091621,0,0,0,0,0,2583.134295,344.35042,2.37483,3.953137,0,0,0,0,0,0.482693,7140.394535,1
0.34092,0.780936,0.168894,0.010383,0.142857,0.03335,0,0,0,0,0,1601.82536,88.669082,2.46303,3.659612,0,0,0,0,0,0.473023,1554.54224,1
0.401163,1,0.257542,0.043889,1,0.145594,0,0,0,0,0,2006.51623,271.454656,2.171637,3.986187,0,0,0,0,0,0.517947,1284.540492,0
0.427915,1,0.258481,0.075245,1,0.216689,0,0,0,0,0,3220.675353,109.693074,2.238634,3.508973,0,0,0,0,0,0.477817,480.541188,0
0.449633,0.90559,0.211546,0.040532,0.5,0.101465,0,0,0,0,0,2509.313763,317.108674,2.536869,3.986187,0,0,0,0,0,0.540206,132.286589,0
0.423968,1,0.239824,0.049878,1,0.195581,-0.080426,0,0,0.153854,0.058747,5258.470234,126.468539,2.479775,3.689641,16.492046,841.094339,131.847818,0.008704,11.097241,0.541815,1268.836726,0
0.289489,1,0.190919,0.030342,1,0.168782,-0.080872,0,0,0.185148,0.135117,1399.099528,75.109021,2.145972,3.31646,2.534745,88.716092,34.813434,0,0,0.603209,1523.866213,0
0.386928,0.607451,0.145192,0.005494,0.037037,0.009878,0,0,0,0,0,2251.747965,34.206208,2.631247,3.597054,0,0,0,0,0,0.514228,148.369596,0
0.444428,1,0.227752,0.050404,1,0.165503,-0.019819,0,0,0.070273,0.024804,2750.75856,237.029974,2.548709,3.713467,0.015512,1.442616,0.60065,0,0,0.471486,556.328786,0
0.432243,1,0.219346,0.055272,1,0.186578,0,0,0,0,0,5251.673706,155.103211,2.501665,3.694648,0,0,0,0,0,0.497527,801.163926,0
0.360156,0.850401,0.214881,0.011786,0.125,0.033339,0,0,0,0,0,1356.232074,86.20205,2.394501,3.664462,0,0,0,0,0,0.473763,42.836661,0
0.410837,1,0.281691,0.061475,1,0.2059,-0.127196,0,0,0.207174,0.180157,5929.221911,104.263646,2.218375,4.828641,5.517392,259.317423,108.45735,0.012087,13.065581,0.571847,2807.776619,0
0.438653,1,0.290185,0.079069,1,0.194622,0,0,0,0,0,5286.859322,180.53855,2.256732,4.018759,0,0,0,0,0,0.511721,78.19806,0
0.402708,1,0.242703,0.057585,1,0.197768,0,0,0,0,0,7029.963494,113.948915,2.278978,3.299005,0,0,0,0,0,0.456378,49.749934,0
0.445511,1,0.270086,0.069384,0.5,0.174923,0,0,0,0,0,25041.883123,37.512932,2.500862,3.338341,0,0,0,0,0,0.44555,59.418845,1
0.487914,1,0.36372,0.07454,0.333333,0.127748,0,0,0,0,0,11486.7308,20.678442,2.297605,3.484907,0,0,0,0,0,0.559012,705.138918,0
0.398055,1,0.228185,0.022275,0.2,0.053848,0,0,0,0,0,7584.512676,113.919553,2.476512,3.53935,0,0,0,0,0,0.458676,10.237888,0
0.34147,1,0.217413,0.03808,1,0.170813,0,0,0,0,0,3111.359857,151.656006,2.197913,4.371923,0,0,0,0,0,0.539595,599.952212,0
0.381267,0.780936,0.182244,0.00786,0.142857,0.024803,0,0,0,0,0,567.827281,87.821794,2.582994,3.514948,0,0,0,0,0,0.442502,955.672293,0
0.459328,1,0.293504,0.074798,1,0.219455,-0.004118,0,0,0.03752,0.008486,4925.919997,198.559827,2.392287,4.218876,0.001089,0.090381,0.090381,0,0,0.531585,357.531444,1
0.392595,1,0.256274,0.024888,1,0.139715,0,0,0,0,0,2212.510642,131.753169,2.583395,4.485652,0,0,0,0,0,0.543963,31.292711,0
0.363262,1,0.287932,0.036628,0.5,0.093828,0,0,0,0,0,7484.918013,168.277948,1.934229,3.53294,0,0,0,0,0,0.500516,1012.32615,0
0.339604,0.780936,0.159193,0.005494,0.090909,0.016989,0,0,0,0,0,627.148476,140.090771,2.457733,3.49977,0,0,0,0,0,0.441117,707.605564,1
0.389005,1,0.232107,0.043414,1,0.184739,0,0,0,0,0,1316.178194,135.86112,2.383528,3.953137,0,0,0,0,0,0.514446,316.756306,0
0.465893,0.90559,0.228113,0.056005,0.333333,0.114189,0,0,0,0,0,3217.811647,64.867978,2.494922,3.512197,0,0,0,0,0,0.446333,641.712217,0
0.36499,0.850401,0.24583,0.019326,0.333333,0.049755,-0.200346,0,0,0.22976,0.589426,2123.408093,215.393753,2.220554,3.881264,18.041586,1750.033799,285.865714,0.025608,17.937484,0.563396,2429.449577,0
0.414242,1,0.296402,0.046985,1,0.152861,-0.070026,0,0,0.145616,0.05483,2720.846539,99.274227,2.158135,3.528362,2.33099,107.225524,20.024823,0.014033,14.524016,0.634334,631.38241,0
0.476553,1,0.194463,0.060151,1,0.228078,-0.024225,0,0,0.102712,0.075718,2832.589175,102.996805,2.783697,3.953137,0.938147,34.711455,20.502335,0.016156,10.75972,0.563499,1067.624565,1
0.346233,0.850401,0.219155,0.016322,0.25,0.048428,0,0,0,0,0,1661.502117,202.820339,2.228795,3.855705,0,0,0,0,0,0.491812,2866.785415,0
0.409828,1,0.292076,0.078503,1,0.251931,0,0,0,0,0,26830.535209,132.312329,2.242582,4.371923,0,0,0,0,0,0.501412,230.159959,1
0.361332,0.90559,0.242658,0.029217,0.5,0.091717,0,0,0,0,0,2267.347158,157.162535,2.213557,3.609604,0,0,0,0,0,0.451771,1788.169023,1
0.311349,0.850401,0.309168,0.035162,0.333333,0.090537,0,0,0,0,0,1195.057272,69.395611,1.652276,4.075981,0,0,0,0,0,0.548743,1396.210949,0
0.464192,1,0.258022,0.034859,0.2,0.06493,-0.021049,0,0,0.113351,0.093995,18992.62486,73.366568,2.529882,3.53935,0.11913,3.454771,3.454771,0,0,0.507171,1031.738071,1
0.428578,0.850401,0.205007,0.021151,0.2,0.051171,0,0,0,0,0,6469.298083,133.444202,2.616553,3.855705,0,0,0,0,0,0.45897,3088.120225,0
0.413362,0.68688,0.170779,0.00507,0.023256,0.0077,0,0,0,0,0,751.635968,53.477167,2.814588,4.040777,0,0,0,0,0,0.434286,972.197652,1
0.403743,1,0.25191,0.039538,1,0.131832,-0.090918,0,0,0.189807,0.232376,1580.646486,200.751105,2.206056,3.986187,0.70185,63.868324,19.905456,0.002827,11.577953,0.539998,1243.835643,1
0.368686,0.850401,0.256429,0.021711,0.333333,0.052491,0,0,0,0,0,3169.981767,151.995543,2.140782,3.597054,0,0,0,0,0,0.534685,2632.920914,0
0.331828,0.615155,0.114975,0.001733,0.008621,0.002308,0,0,0,0,0,216.628477,115.854134,2.574536,3.53935,0,0,0,0,0,0.505568,0.985401,0
0.479341,0.811269,0.193755,0.019501,0.2,0.045465,-0.004327,0,0,0.033797,0.006527,2967.353263,172.342188,2.825282,3.953137,0.18439,11.247802,11.247802,0,0,0.472179,295.263544,0
0.39851,1,0.207259,0.018257,0.333333,0.066412,0,0,0,0,0,1246.379765,190.534755,2.610065,4.018759,0,0,0,0,0,0.51299,530.177775,0
0.438849,0.811269,0.190925,0.014682,0.142857,0.03076,0,0,0,0,0,1160.576469,171.733535,2.683336,3.938465,0,0,0,0,0,0.490325,147.848226,0
0.445716,1,0.236006,0.037957,0.5,0.128115,-0.010642,0,0,0.044204,0.007833,7146.399517,80.869865,2.788616,4.411311,3.39215,98.372358,82.009339,0,0,0.519091,734.6078,0
0.429165,1,0.231612,0.039007,0.5,0.102312,0,0,0,0,0,4386.092959,131.034413,2.382444,3.953137,0,0,0,0,0,0.529378,619.679425,0
0.43549,1,0.230927,0.070559,1,0.248265,0,0,0,0,0,6134.168776,40.119381,2.507461,3.233741,0,0,0,0,0,0.483804,351.298073,0
0.459681,1,0.248935,0.054674,1,0.165609,-0.138706,0,0,0.201832,0.548956,2572.651924,229.645819,2.443041,3.693951,12.909404,1213.483995,233.852022,0.011886,14.717128,0.550713,1001.552065,0
0.342235,0.90559,0.215663,0.026213,0.5,0.09826,-0.003635,0,0,0.018534,0.001305,1710.537882,55.906367,2.150245,3.31646,0,0,0,0,0,0.484022,1965.937656,0
0.287992,0.850401,0.249927,0.011358,0.125,0.029845,-0.076647,0,0,0.148631,0.058094,1588.362668,45.133906,1.805356,3.946708,9.156112,228.902806,207.548927,0.279755,16.158147,0.505909,176.17858,1
0.317733,0.90559,0.189888,0.015342,0.5,0.068771,-0.001718,0,0,0.012743,0.001305,945.795545,119.626224,2.175022,3.3897,0,0,0,0,0,0.49779,1053.616198,1
0.446593,1,0.259145,0.056795,1,0.169115,0,0,0,0,0,8374.757112,250.028529,2.45126,3.609604,0,0,0,0,0,0.502428,462.244107,0
0.310188,0.850401,0.176145,0.009966,0.333333,0.049867,0,0,0,0,0,461.225402,101.500998,2.255578,3.693951,0,0,0,0,0,0.537623,390.58476,1
0.437392,1,0.174016,0.025437,0.333333,0.073019,-0.097054,0,0,0.190104,0.132507,3124.840908,88.987131,2.69658,3.278582,0.60067,19.822094,4.770158,0.028795,15.203704,0.504204,628.817753,0
0.41505,0.850401,0.186737,0.019787,0.25,0.055413,0,0,0,0,0,1670.684558,173.688921,2.63165,4.024041,0,0,0,0,0,0.411322,72.711116,0
0.309983,1,0.279172,0.022426,0.5,0.074861,0,0,0,0,0,1060.075161,92.792379,1.718377,3.767188,0,0,0,0,0,0.489866,1368.752285,0
0.500397,0.850401,0.208598,0.032234,0.2,0.063316,0,0,0,0,0,9178.116759,54.437177,2.721859,3.445963,0,0,0,0,0,0.43234,489.937128,0
0.386444,0.90559,0.248024,0.0283,0.333333,0.071974,0,0,0,0,0,1379.604511,65.167198,2.247145,3.610768,0,0,0,0,0,0.51622,1068.821397,0
0.394738,1,0.262768,0.043061,1,0.143427,0,0,0,0,0,1099.812001,137.355385,2.11316,3.617651,0,0,0,0,0,0.513238,230.352662,0
0.503086,1,0.253096,0.150206,1,0.360575,-0.031059,0,0,0.116212,0.023499,57305.980364,36.292054,2.59229,3.153991,0.506172,7.086407,7.086407,0,0,0.604565,453.216954,0
0.478101,0.90559,0.203663,0.045842,0.5,0.109689,-0.10902,0,0,0.186037,0.31658,3552.93959,248.031609,2.610859,3.986187,51.535275,4895.851092,4704.923814,0.013292,15.507559,0.579372,3251.2155,0
0.391834,0.641361,0.141537,0.00608,0.034483,0.010303,-0.122636,0,0,0.191788,0.079634,1358.12732,62.044726,2.697597,3.358744,1.407065,32.362496,10.120016,0.05138,12.999154,0.695161,402.237694,1
0.474378,0.811269,0.203983,0.018523,0.142857,0.033361,0,0,0,0,0,1037.422856,72.898351,2.699939,3.938465,0,0,0,0,0,0.482986,173.842118,0
0.373427,0.780936,0.157166,0.010603,0.142857,0.033772,-0.009729,0,0,0.041277,0.004569,1056.968539,47.580054,2.643336,3.659612,1.217222,21.91,21.91,0,0,0.574736,469.792878,0
0.451763,1,0.22686,0.072884,1,0.252366,0,0,0,0,0,6963.200577,153.043003,2.593949,3.953137,0,0,0,0,0,0.530826,235.055142,0
0.453531,1,0.295652,0.089043,1,0.192415,-0.068004,0,0,0.142611,0.100522,6446.250078,112.477589,2.249552,3.664462,1.382611,69.130571,21.437961,0.011795,14.448864,0.55957,1661.438981,0
0.423316,1,0.241291,0.067162,1,0.217191,0,0,0,0,0,9846.177703,95.933556,2.339843,3.299005,0,0,0,0,0,0.45551,984.773529,0
0.374175,0.90559,0.260868,0.03373,0.5,0.098259,0,0,0,0,0,1565.813444,66.443818,2.143349,3.444597,0,0,0,0,0,0.442472,172.975446,0
0.350834,1,0.194635,0.009487,0.25,0.033026,0,0,0,0,0,640.600078,151.252078,2.400827,3.659612,0,0,0,0,0,0.496501,107.396784,0
0.423762,1,0.21414,0.027981,0.5,0.101519,0,0,0,0,0,1815.932796,68.170542,2.621944,3.497586,0,0,0,0,0,0.485482,215.322201,0
0.447632,1,0.304928,0.116073,1,0.266701,-0.005136,0,0,0.039785,0.00718,13723.762683,126.579378,2.109656,3.494232,0.007008,0.420455,0.420455,0,0,0.491359,884.533642,1
0.401888,1,0.267927,0.044879,1,0.163401,0,0,0,0,0,3077.790272,180.219769,2.281263,4.828641,0,0,0,0,0,0.537598,385.658992,0
0.45262,1,0.285344,0.04045,0.5,0.112467,-0.174401,0,-0.1379,0.189485,0.221932,5537.640362,99.772771,2.433482,4.233797,17.015118,697.619858,143.029133,0.01613,13.22642,0.58602,174.180872,0
0.357574,0.651376,0.148119,0.004242,0.034483,0.008376,0,0,0,0,0,539.066795,98.767766,2.599152,3.81694,0,0,0,0,0,0.621414,830.330541,0
0.30887,0.850401,0.240473,0.012088,0.125,0.031129,0,0,0,0,0,2421.348213,81.113663,1.978382,3.946708,0,0,0,0,0,0.484446,433.624426,0
0.354496,0.90559,0.244532,0.023856,0.5,0.074617,0,0,0,0,0,1525.725302,143.672807,2.176861,3.494232,0,0,0,0,0,0.449959,147.653347,0
0.379096,0.90559,0.263263,0.023507,0.5,0.083409,0,0,0,0,0,1077.949806,83.921195,2.208453,4.015375,0,0,0,0,0,0.463628,1454.822525,0
0.452618,0.90559,0.199545,0.037544,0.5,0.096662,0,0,0,0,0,2123.049657,179.695415,2.567077,3.625674,0,0,0,0,0,0.560505,2501.648527,1
0.398648,1,0.218264,0.005457,0.041667,0.010693,0,0,0,0,0,860.618957,150.560899,2.641419,4.371923,0,0,0,0,0,0.482801,576.688019,0
0.389422,1,0.302301,0.05586,1,0.165652,0,0,0,0,0,1543.125793,103.198295,1.947138,4.273059,0,0,0,0,0,0.47329,933.728647,0
0.532239,1,0.272493,0.149909,1,0.305676,-0.079646,0,0,0.144293,0.058747,32384.275529,139.15567,2.28124,3.619524,3.10323,189.297043,26.0739,0,0,0.503909,1232.391522,0
0.38074,1,0.194682,0.010783,0.166667,0.034734,0,0,0,0,0,677.670911,63.181773,2.632574,3.728829,0,0,0,0,0,0.474214,92.505253,1
0.450504,1,0.254366,0.056258,1,0.168372,0,0,0,0,0,8215.212617,256.823771,2.493435,3.609604,0,0,0,0,0,0.502621,958.646412,1
0.467197,1,0.19334,0.036278,1,0.136245,0,0,0,0,0,2680.930285,146.643072,2.666238,3.447928,0,0,0,0,0,0.564183,1799.610888,1
0.417281,1,0.250824,0.03571,1,0.14155,-0.00551,0,0,0.040492,0.008486,4521.622568,136.407389,2.526063,4.142186,0.858809,46.3757,46.3757,0,0,0.529298,8.761265,0
0.468721,1,0.335893,0.131748,1,0.323182,-0.052966,0,0,0.150394,0.043734,78723.232612,72.531591,2.133282,4.371923,0.121052,4.115769,1.169204,0,0,0.547917,1470.555264,0
0.447986,1,0.264165,0.059703,1,0.173743,0,0,0,0,0,3745.840632,317.265119,2.36765,3.693951,0,0,0,0,0,0.515106,1419.201245,0
0.392974,1,0.232313,0.024949,1,0.117775,-0.005046,0,0,0.043699,0.027415,1146.445107,182.60791,2.434772,3.689641,0.539567,40.467544,40.467544,0,0,0.512553,65.029867,0
0.397113,0.90559,0.190333,0.009289,0.2,0.036805,0,0,0,0,0,743.039727,80.092715,2.761818,4.485652,0,0,0,0,0,0.534022,98.25655,0
0.449294,1,0.248044,0.077342,1,0.233222,-0.039927,0,0,0.110721,0.072454,16362.602063,121.556189,2.337619,3.53294,0.064786,3.368885,1.22669,0,0,0.527407,400.971619,0
0.284205,0.735241,0.14852,0.001646,0.016667,0.003817,0,0,0,0,0,330.103033,82.245654,2.284602,3.74557,0,0,0,0,0,0.544617,453.519247,0
0.374818,0.90559,0.154374,0.015882,0.5,0.076825,0,0,0,0,0,1773.649009,106.795959,2.542761,3.64301,0,0,0,0,0,0.47953,973.527801,1
0.414696,1,0.271113,0.057713,1,0.161856,0,0,0,0,0,2769.264294,297.39483,2.155035,3.523082,0,0,0,0,0,0.499226,370.639728,0
0.328824,0.641361,0.159906,0.006629,0.045455,0.014692,0,0,0,0,0,1076.796293,20.354078,2.261564,2.925533,0,0,0,0,0,0.572175,474.394178,0
0.392185,0.701155,0.154416,0.003053,0.006579,0.002538,0,0,0,0,0,690.476337,21.684986,2.710623,4.223676,0,0,0,0,0,0.450996,474.347196,0
0.499165,1,0.18859,0.030849,0.333333,0.079364,0,0,0,0,0,13288.91881,47.285354,2.781491,4.075981,0,0,0,0,0,0.572159,934.416817,1
0.422721,1,0.251508,0.039827,0.5,0.115431,0,0,0,0,0,4469.136404,120.821838,2.416437,4.273059,0,0,0,0,0,0.499587,407.414022,0
0.425805,0.811269,0.197991,0.014021,0.142857,0.029863,0,0,0,0,0,1035.699914,180.821236,2.620598,3.938465,0,0,0,0,0,0.492676,441.879002,1
0.372148,0.811269,0.165824,0.005203,0.052632,0.01158,0,0,0,0,0,671.404839,120.179151,2.61259,4.371923,0,0,0,0,0,0.492508,228.983425,0
0.390283,1,0.265135,0.035364,0.5,0.101222,0,0,0,0,0,2555.003898,103.054635,2.192652,3.485076,0,0,0,0,0,0.495135,902.318002,0
0.454201,1,0.28958,0.040865,1,0.181654,-0.030976,0,0,0.094517,0.012402,6171.257931,82.734057,2.757802,4.218876,1.321211,39.636333,13.212111,0,0,0.600429,1152.282764,1
0.376438,0.90559,0.229987,0.032189,0.5,0.104526,-0.027537,0,0,0.091282,0.035248,2754.941626,114.273273,2.332108,3.444597,2.051066,100.502248,35.166594,0.012906,15.177318,0.48007,1363.230128,0
0.375833,0.507328,0.076648,0.002551,0.006667,0.002428,0,0,0,0,0,705.76706,13.506783,2.701357,3.049366,0,0,0,0,0,0.485637,47.565152,0
0.346915,1,0.181381,0.008024,0.25,0.030981,0,0,0,0,0,808.994814,163.979019,2.411456,3.597054,0,0,0,0,0,0.4758,1500.984313,1
